company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,difficulty_index,daily_rank,difficulty_class
UA,482,2025-08-04,ORD,CHS,24.949288282662934,107,Difficult
UA,669,2025-08-04,ORD,AUS,24.945295674770854,108,Difficult
YX,3536,2025-08-04,ORD,YUL,24.93577369390274,109,Difficult
G7,4597,2025-08-04,ORD,ROA,24.892342503832722,110,Difficult
UA,1657,2025-08-04,ORD,LGA,24.819352398009087,111,Difficult
UA,1124,2025-08-04,ORD,IAH,22.765646381036138,112,Difficult
UA,1620,2025-08-04,ORD,SEA,21.95950103900226,113,Difficult
UA,1996,2025-08-04,ORD,SJU,21.90297035619975,114,Difficult
UA,1599,2025-08-04,ORD,DEN,21.83825253026722,115,Difficult
UA,1068,2025-08-04,ORD,IAD,21.819620138830857,116,Difficult
UA,1297,2025-08-04,ORD,DFW,21.71179002759084,117,Difficult
UA,490,2025-08-04,ORD,SAT,21.541598046483426,118,Difficult
OO,5292,2025-08-04,ORD,MTY,21.499294631425748,119,Difficult
UA,1778,2025-08-04,ORD,OMA,21.49409786855215,120,Difficult
UA,1414,2025-08-04,ORD,BOI,21.484768819018647,121,Difficult
UA,2011,2025-08-04,ORD,YVR,21.406191407252887,122,Difficult
UA,708,2025-08-04,ORD,MCI,21.40265138611407,123,Difficult
OO,5593,2025-08-04,ORD,MEM,21.384486933920176,124,Difficult
UA,1413,2025-08-04,ORD,LGA,21.358428232966354,125,Difficult
UA,2652,2025-08-04,ORD,RSW,21.3353104759042,126,Difficult
OO,5375,2025-08-04,ORD,GRB,21.284613986820236,127,Difficult
UA,2691,2025-08-04,ORD,EWR,21.283839714515093,128,Difficult
OO,5821,2025-08-04,ORD,MKE,21.252378949638494,129,Difficult
OO,4778,2025-08-04,ORD,FAR,21.250485135199387,130,Difficult
UA,2092,2025-08-04,ORD,LGA,21.243252466197386,131,Difficult
UA,1387,2025-08-04,ORD,SFO,21.24173217959119,132,Difficult
UA,2369,2025-08-04,ORD,AUS,21.160414632221915,133,Difficult
OO,5435,2025-08-04,ORD,BDL,21.15067374563061,134,Difficult
G7,4529,2025-08-04,ORD,SGF,21.1503598318288,135,Difficult
G7,4504,2025-08-04,ORD,CHA,21.120876641476933,136,Difficult
UA,2684,2025-08-04,ORD,FCA,21.118826027827573,137,Difficult
UA,2385,2025-08-04,ORD,MSO,21.090945895334954,138,Difficult
G7,4184,2025-08-04,ORD,DAY,21.083464205074627,139,Difficult
UA,1793,2025-08-04,ORD,MSP,21.07461599522584,140,Difficult
OO,5470,2025-08-04,ORD,GEG,21.022202442900138,141,Difficult
G7,4558,2025-08-04,ORD,XNA,20.999633763943198,142,Difficult
UA,275,2025-08-04,ORD,RAP,20.970735876913487,143,Difficult
YX,3601,2025-08-04,ORD,YYZ,20.957983752363123,144,Difficult
UA,764,2025-08-04,ORD,YYC,20.95597994355974,145,Difficult
UA,1933,2025-08-04,ORD,LAS,20.93249822469838,146,Difficult
OO,5260,2025-08-04,ORD,FSD,20.91897527899298,147,Difficult
OO,5444,2025-08-04,ORD,LIT,20.81701114845439,148,Difficult
UA,1010,2025-08-04,ORD,DCA,20.767432466841324,149,Difficult
YX,3668,2025-08-04,ORD,IND,20.74603775667753,150,Difficult
UA,2658,2025-08-04,ORD,SMF,20.304286300730247,151,Difficult
UA,580,2025-08-04,ORD,PDX,20.293653733045815,152,Difficult
UA,2172,2025-08-04,ORD,FAI,20.238108083398153,153,Difficult
UA,793,2025-08-04,ORD,DFW,20.204999879223077,154,Difficult
OO,5108,2025-08-04,ORD,SLN,20.204661878531894,155,Difficult
OO,5915,2025-08-04,ORD,LNK,20.19300384405255,156,Difficult
UA,2278,2025-08-04,ORD,SEA,20.189170886443993,157,Difficult
UA,2207,2025-08-04,ORD,OMA,20.159788828119794,158,Difficult
UA,374,2025-08-04,ORD,MSP,19.98145015098881,159,Difficult
UA,2417,2025-08-04,ORD,SAN,19.935203708640625,160,Difficult
UA,1983,2025-08-04,ORD,LAX,19.897995581795204,161,Difficult
OO,5045,2025-08-04,ORD,RHI,19.843335420189884,162,Difficult
G7,4518,2025-08-04,ORD,STL,19.833149403488616,163,Difficult
G7,4590,2025-08-04,ORD,MDT,19.832556331931848,164,Difficult
OO,5225,2025-08-04,ORD,MKE,19.830550329643863,165,Difficult
UA,1801,2025-08-04,ORD,DEN,19.7446581110633,166,Difficult
UA,1347,2025-08-04,ORD,FLL,19.71286158672278,167,Difficult
UA,422,2025-08-04,ORD,ATH,19.69213453404499,168,Difficult
OO,5135,2025-08-04,ORD,MCW,19.688139692733163,169,Difficult
OO,5901,2025-08-04,ORD,FAR,19.66206558169812,170,Difficult
OO,5131,2025-08-04,ORD,CMX,19.61262642504444,171,Difficult
UA,664,2025-08-04,ORD,LGA,19.60437232049783,172,Difficult
UA,1785,2025-08-04,ORD,EWR,19.60345023537645,173,Difficult
OO,4766,2025-08-04,ORD,OKC,19.60217628552268,174,Difficult
UA,1859,2025-08-04,ORD,SNA,19.589678566879037,175,Difficult
YX,3525,2025-08-04,ORD,YYZ,19.568536408662425,176,Difficult
OO,5847,2025-08-04,ORD,DSM,19.560601075855995,177,Difficult
UA,929,2025-08-04,ORD,LHR,19.521634049935738,178,Difficult
YX,3433,2025-08-04,ORD,CVG,19.518732373780583,179,Difficult
UA,1660,2025-08-04,ORD,SFO,19.05665982872459,180,Difficult
UA,592,2025-08-04,ORD,JAC,18.94047166257734,181,Difficult
OO,4739,2025-08-04,ORD,GRB,17.921557564038093,182,Difficult
OO,5021,2025-08-04,ORD,SUX,17.29648909348494,183,Difficult
OO,5021,2025-08-04,ORD,SUX,17.223101225411742,184,Difficult
OO,4636,2025-08-04,ORD,SBN,17.152558648270116,185,Difficult
OO,5601,2025-08-04,ORD,FNT,17.138814927288415,186,Difficult
OO,5729,2025-08-04,ORD,FNT,16.974513288259026,187,Difficult
UA,2426,2025-08-04,ORD,IAH,16.888538964648646,188,Difficult
UA,265,2025-08-04,ORD,YYZ,16.86975673270808,189,Difficult
OO,5100,2025-08-04,ORD,DEC,16.862557906244195,190,Medium
OO,4792,2025-08-04,ORD,ROA,16.804405562421792,191,Medium
UA,1775,2025-08-04,ORD,FLL,16.66392535773732,192,Medium
UA,2677,2025-08-04,ORD,IAD,16.657252321685743,193,Medium
OO,5603,2025-08-04,ORD,FNT,16.642585744151948,194,Medium
UA,972,2025-08-04,ORD,BRU,16.62900881841907,195,Medium
UA,534,2025-08-04,ORD,EWR,16.58886168021525,196,Medium
UA,2075,2025-08-04,ORD,TPA,16.581672782517202,197,Medium
UA,359,2025-08-04,ORD,MEX,16.524750086288957,198,Medium
YX,3598,2025-08-04,ORD,SDF,16.46997702527345,199,Medium
UA,503,2025-08-04,ORD,DEN,16.438318227467473,200,Medium
UA,2039,2025-08-04,ORD,MCO,16.417774865982494,201,Medium
G7,4406,2025-08-04,ORD,TVC,16.409223008350875,202,Medium
YX,3465,2025-08-04,ORD,GSP,16.397822861184878,203,Medium
YX,3628,2025-08-04,ORD,IND,16.296813163583835,204,Medium
OO,5624,2025-08-04,ORD,LEX,16.278441025877818,205,Medium
OO,5118,2025-08-04,ORD,PLN,16.24537729819861,206,Medium
OO,5748,2025-08-04,ORD,YWG,16.214923497709055,207,Medium
YX,3542,2025-08-04,ORD,YUL,16.1589952482846,208,Medium
UA,356,2025-08-04,ORD,ATL,16.125048705885124,209,Medium
OO,5344,2025-08-04,ORD,MBS,16.121677507774336,210,Medium
UA,310,2025-08-04,ORD,MCI,16.11738397019589,211,Medium
OO,5026,2025-08-04,ORD,JST,16.11109422242943,212,Medium
UA,2389,2025-08-04,ORD,RSW,16.09450509906783,213,Medium
UA,1531,2025-08-04,ORD,DSM,16.060781328538827,214,Medium
OO,5250,2025-08-04,ORD,BNA,16.059393613182397,215,Medium
OO,5038,2025-08-04,ORD,PLN,16.05760244834275,216,Medium
OO,5230,2025-08-04,ORD,CRW,16.0072889918804,217,Medium
OO,5984,2025-08-04,ORD,BIL,16.005150252413035,218,Medium
UA,1761,2025-08-04,ORD,FAT,15.99173357071622,219,Medium
UA,1612,2025-08-04,ORD,MEM,15.985299179543707,220,Medium
UA,561,2025-08-04,ORD,MCI,15.965479511427757,221,Medium
UA,2483,2025-08-04,ORD,IAH,15.938744459021054,222,Medium
UA,1775,2025-08-04,ORD,FLL,15.936481847503789,223,Medium
UA,2329,2025-08-04,ORD,DTW,15.934802081426763,224,Medium
OO,5505,2025-08-04,ORD,SBN,15.920844079891475,225,Medium
OO,5499,2025-08-04,ORD,SBN,15.897460349445849,226,Medium
UA,468,2025-08-04,ORD,IAH,15.877632981850365,227,Medium
UA,2465,2025-08-04,ORD,ORF,15.864112771425177,228,Medium
OO,5964,2025-08-04,ORD,CID,15.861421125229331,229,Medium
UA,224,2025-08-04,ORD,BZN,15.860342374046898,230,Medium
UA,1811,2025-08-04,ORD,MSP,15.854577044961077,231,Medium
UA,1495,2025-08-04,ORD,TVC,15.852195168430946,232,Medium
UA,1872,2025-08-04,ORD,MSP,15.849818556784905,233,Medium
UA,2099,2025-08-04,ORD,IAH,15.832051656035615,234,Medium
UA,2155,2025-08-04,ORD,LAX,15.831533511016694,235,Medium
OO,5437,2025-08-04,ORD,DLH,15.82817570075789,236,Medium
OO,5362,2025-08-04,ORD,MKE,15.826986011935285,237,Medium
OO,5274,2025-08-04,ORD,SBN,15.820601353671298,238,Medium
G7,4186,2025-08-04,ORD,MLI,15.80257442263106,239,Medium
UA,343,2025-08-04,ORD,SFO,15.795734195251335,240,Medium
UA,2182,2025-08-04,ORD,PHL,15.775352176056906,241,Medium
OO,5643,2025-08-04,ORD,CAK,15.75879359575601,242,Medium
UA,1044,2025-08-04,ORD,LAX,15.734566377330191,243,Medium
UA,467,2025-08-04,ORD,CMH,15.730036290864732,244,Medium
UA,2683,2025-08-04,ORD,SAN,15.72206454579102,245,Medium
UA,1224,2025-08-04,ORD,LAX,15.71721649947668,246,Medium
UA,1594,2025-08-04,ORD,ABQ,15.712794148191783,247,Medium
UA,2497,2025-08-04,ORD,DTW,15.702559747541326,248,Medium
OO,5763,2025-08-04,ORD,TUL,15.695289339260155,249,Medium
OO,5874,2025-08-04,ORD,PIA,15.687834219057867,250,Medium
UA,1584,2025-08-04,ORD,LAX,15.674611546064272,251,Medium
UA,1041,2025-08-04,ORD,GRR,15.672619094627516,252,Medium
OO,5360,2025-08-04,ORD,MBS,15.671689573152214,253,Medium
OO,5358,2025-08-04,ORD,CAK,15.664612531161708,254,Medium
UA,2629,2025-08-04,ORD,CLE,15.663215273791527,255,Medium
UA,1239,2025-08-04,ORD,ROC,15.637646834302341,256,Medium
UA,944,2025-08-04,ORD,FRA,15.63715621148053,257,Medium
UA,1082,2025-08-04,ORD,PIT,15.624615603439128,258,Medium
OO,5564,2025-08-04,ORD,SBN,15.61838529592731,259,Medium
OO,5448,2025-08-04,ORD,FWA,15.617496530344788,260,Medium
UA,1491,2025-08-04,ORD,DFW,15.612933429101638,261,Medium
UA,445,2025-08-04,ORD,ANC,15.606350192846246,262,Medium
G7,4458,2025-08-04,ORD,LIT,15.605799519751907,263,Medium
UA,411,2025-08-04,ORD,DTW,15.597739858209108,264,Medium
UA,845,2025-08-04,ORD,GRU,15.596524675330858,265,Medium
OO,5262,2025-08-04,ORD,LNK,15.592219324441977,266,Medium
UA,1848,2025-08-04,ORD,ATL,15.590468294666948,267,Medium
UA,1448,2025-08-04,ORD,BUF,15.58013703006691,268,Medium
UA,2347,2025-08-04,ORD,CLE,15.577675134338026,269,Medium
OO,5376,2025-08-04,ORD,LEX,15.573406610444518,270,Medium
UA,2113,2025-08-04,ORD,FSD,15.573392443870414,271,Medium
OO,5020,2025-08-04,ORD,FOD,15.562242661717498,272,Medium
OO,5810,2025-08-04,ORD,PIA,15.560776328196487,273,Medium
UA,1182,2025-08-04,ORD,SJC,15.560679092781115,274,Medium
G7,4549,2025-08-04,ORD,MLI,15.554120497722016,275,Medium
UA,1144,2025-08-04,ORD,ONT,15.552610522932492,276,Medium
OO,5420,2025-08-04,ORD,MLI,15.545778516633618,277,Medium
UA,1403,2025-08-04,ORD,SLC,15.545207015861815,278,Medium
UA,609,2025-08-04,ORD,PHX,15.543947075917645,279,Medium
UA,1273,2025-08-04,ORD,SFO,15.543580471493842,280,Medium
UA,1492,2025-08-04,ORD,CMH,15.539358903350331,281,Medium
OO,5607,2025-08-04,ORD,TUS,15.53750684021938,282,Medium
G7,4501,2025-08-04,ORD,AVP,15.53081104238987,283,Medium
UA,1658,2025-08-04,ORD,EWR,15.528741011228906,284,Medium
UA,2665,2025-08-04,ORD,IAH,15.508971425231605,285,Medium
UA,2211,2025-08-04,ORD,SEA,15.503249445299627,286,Medium
UA,2487,2025-08-04,ORD,PHL,15.500101466444589,287,Medium
UA,2254,2025-08-04,ORD,PDX,15.49638121919537,288,Medium
OO,5125,2025-08-04,ORD,CMX,15.484772800828287,289,Medium
OO,5314,2025-08-04,ORD,LNK,15.483757418177952,290,Medium
UA,1634,2025-08-04,ORD,IAD,15.477939603202415,291,Medium
G7,4585,2025-08-04,ORD,DAY,15.464821395160724,292,Medium
UA,1834,2025-08-04,ORD,TPA,15.463976102863375,293,Medium
UA,2440,2025-08-04,ORD,LAS,15.457044806547662,294,Medium
G7,4425,2025-08-04,ORD,GRR,15.448353691918697,295,Medium
UA,2133,2025-08-04,ORD,EWR,15.444181386815936,296,Medium
UA,912,2025-08-04,ORD,KEF,15.4369257076512,297,Medium
OO,5140,2025-08-04,ORD,CMX,15.432265452702252,298,Medium
UA,576,2025-08-04,ORD,LAX,15.427494670917058,299,Medium
UA,476,2025-08-04,ORD,CVG,15.421432486953446,300,Medium
OO,5289,2025-08-04,ORD,CRW,15.420388731923726,301,Medium
UA,533,2025-08-04,ORD,OMA,15.41959990407064,302,Medium
UA,1775,2025-08-04,ORD,FLL,15.416961321963829,303,Medium
UA,2494,2025-08-04,ORD,MCI,15.410084769314967,304,Medium
OO,5275,2025-08-04,ORD,DLH,15.400135660408429,305,Medium
OO,5819,2025-08-04,ORD,DLH,15.396275986056251,306,Medium
UA,1215,2025-08-04,ORD,ANC,15.39176348680365,307,Medium
OO,5309,2025-08-04,ORD,FWA,15.390933522088329,308,Medium
YX,3569,2025-08-04,ORD,DTW,15.390755187654213,309,Medium
UA,307,2025-08-04,ORD,COS,15.389124564822076,310,Medium
UA,2616,2025-08-04,ORD,PDX,15.387126626947396,311,Medium
OO,5427,2025-08-04,ORD,PIA,15.382142557149525,312,Medium
UA,786,2025-08-04,ORD,BTV,15.38182012276931,313,Medium
UA,1363,2025-08-04,ORD,LAX,15.381730822404254,314,Medium
OO,5930,2025-08-04,ORD,FAR,15.38104720110194,315,Medium
UA,1851,2025-08-04,ORD,ALB,15.378283428044645,316,Medium
UA,1314,2025-08-04,ORD,IAH,15.376564324303422,317,Medium
UA,2201,2025-08-04,ORD,MCO,15.375310107083934,318,Medium
G7,4563,2025-08-04,ORD,FSD,15.368893297585299,319,Medium
UA,777,2025-08-04,ORD,LAS,15.366425717221762,320,Medium
UA,1923,2025-08-04,ORD,CID,15.364340830042202,321,Medium
UA,1980,2025-08-04,ORD,LGA,15.360108806993605,322,Medium
OO,5568,2025-08-04,ORD,MLI,15.354637682328404,323,Medium
OO,4791,2025-08-04,ORD,SBN,15.351855526742323,324,Medium
OO,4748,2025-08-04,ORD,ATW,15.346055034720921,325,Medium
OO,5382,2025-08-04,ORD,FWA,15.344378442948308,326,Medium
UA,2370,2025-08-04,ORD,BOS,15.344290120637524,327,Medium
UA,2862,2025-08-04,ORD,IAD,15.343921693629714,328,Medium
OO,5652,2025-08-04,ORD,GEG,15.336525616503202,329,Medium
UA,2059,2025-08-04,ORD,PDX,15.336008389756495,330,Medium
UA,247,2025-08-04,ORD,OMA,15.334825055306172,331,Medium
UA,1525,2025-08-04,ORD,AUS,15.333222726289526,332,Medium
OO,5395,2025-08-04,ORD,GSO,15.332212400856307,333,Medium
G7,4542,2025-08-04,ORD,LIT,15.331703953862991,334,Medium
UA,2337,2025-08-04,ORD,IAD,15.330528411971015,335,Medium
OO,4789,2025-08-04,ORD,FAR,15.328483632508,336,Medium
G7,4452,2025-08-04,ORD,RIC,15.327311576970363,337,Medium
UA,1830,2025-08-04,ORD,DSM,15.327193799513719,338,Medium
UA,2333,2025-08-04,ORD,BWI,15.324667476247495,339,Medium
YX,3523,2025-08-04,ORD,RIC,15.32325958391806,340,Medium
UA,2195,2025-08-04,ORD,BDL,15.32244282779766,341,Medium
UA,2226,2025-08-04,ORD,CLE,15.317148572275965,342,Medium
G7,4391,2025-08-04,ORD,SGF,15.314501542539702,343,Medium
UA,1077,2025-08-04,ORD,DCA,15.31297034103147,344,Medium
OO,5215,2025-08-04,ORD,LNK,15.31265711193505,345,Medium
OO,5521,2025-08-04,ORD,ATW,15.3113500452584,346,Medium
OO,5668,2025-08-04,ORD,MKE,15.311182603791796,347,Medium
UA,1156,2025-08-04,ORD,MSY,15.310162622868395,348,Medium
OO,5099,2025-08-04,ORD,CIU,15.309285159414538,349,Medium
G7,4436,2025-08-04,ORD,SGF,15.308174138566471,350,Medium
G7,4574,2025-08-04,ORD,YOW,15.304337793433362,351,Medium
OO,5534,2025-08-04,ORD,ICT,15.302428102158016,352,Medium
G7,4429,2025-08-04,ORD,FSD,15.299805618348064,353,Medium
UA,2635,2025-08-04,ORD,CLT,15.29458994449257,354,Medium
UA,2364,2025-08-04,ORD,CMH,15.292652840253998,355,Medium
G7,4426,2025-08-04,ORD,BUF,15.285723034425807,356,Medium
OO,5841,2025-08-04,ORD,MEM,15.27800515723851,357,Medium
OO,5565,2025-08-04,ORD,CHO,15.272534086477819,358,Medium
UA,2657,2025-08-04,ORD,IAH,15.271129869198283,359,Medium
UA,2138,2025-08-04,ORD,LGA,15.267933653644198,360,Medium
UA,2672,2025-08-04,ORD,PNS,15.265181885422338,361,Medium
UA,758,2025-08-04,ORD,EWR,15.26417477163309,362,Medium
UA,466,2025-08-04,ORD,DCA,15.257595860800324,363,Medium
OO,5103,2025-08-04,ORD,JLN,15.256354262338636,364,Medium
OO,5219,2025-08-04,ORD,TYS,15.256181461229435,365,Medium
UA,1316,2025-08-04,ORD,SRQ,15.256027088485046,366,Medium
OO,5836,2025-08-04,ORD,TYS,15.254525126450002,367,Medium
UA,2649,2025-08-04,ORD,EWR,15.254195272539897,368,Medium
G7,4554,2025-08-04,ORD,GRB,15.251998563019958,369,Medium
UA,481,2025-08-04,ORD,RNO,15.2473975760748,370,Medium
UA,380,2025-08-04,ORD,JAX,15.246907893473322,371,Medium
UA,1941,2025-08-04,ORD,CVG,15.24527545305718,372,Medium
UA,1069,2025-08-04,ORD,DCA,15.238273004777891,373,Medium
OO,5253,2025-08-04,ORD,FCA,15.232944818712518,374,Medium
OO,4638,2025-08-04,ORD,COS,15.231533152875565,375,Medium
UA,1815,2025-08-04,ORD,MSY,15.229751850112066,376,Medium
G7,4431,2025-08-04,ORD,MSN,15.228174528724622,377,Medium
UA,2225,2025-08-04,ORD,PHX,15.227019368160994,378,Easy
OO,5852,2025-08-04,ORD,HSV,15.21754563275069,379,Easy
UA,2005,2025-08-04,ORD,TYS,15.216467571493588,380,Easy
OO,5269,2025-08-04,ORD,PIA,15.212628790581162,381,Easy
YX,3409,2025-08-04,ORD,YOW,15.211861076845626,382,Easy
UA,2200,2025-08-04,ORD,SEA,15.208506105549938,383,Easy
UA,1577,2025-08-04,ORD,SFO,15.208405686419452,384,Easy
G7,4552,2025-08-04,ORD,DAY,15.20637566763103,385,Easy
G7,4559,2025-08-04,ORD,SDF,15.206166309515673,386,Easy
UA,2137,2025-08-04,ORD,SLC,15.201972277088377,387,Easy
OO,4780,2025-08-04,ORD,CAK,15.199716906433775,388,Easy
G7,4584,2025-08-04,ORD,TUL,15.197554222958761,389,Easy
OO,4809,2025-08-04,ORD,ICT,15.195812776312916,390,Easy
G7,4588,2025-08-04,ORD,MDT,15.195747993889553,391,Easy
UA,2104,2025-08-04,ORD,BOS,15.193345160457788,392,Easy
G7,4387,2025-08-04,ORD,CID,15.192247201079143,393,Easy
UA,1538,2025-08-04,ORD,SAV,15.189613310306354,394,Easy
UA,2618,2025-08-04,ORD,STL,15.18927044963519,395,Easy
G7,4185,2025-08-04,ORD,STL,15.187389073914664,396,Easy
UA,1328,2025-08-04,ORD,SMF,15.18196548974797,397,Easy
OO,5946,2025-08-04,ORD,RAP,15.176075460942744,398,Easy
OO,4645,2025-08-04,ORD,FWA,15.174020397213212,399,Easy
OO,5868,2025-08-04,ORD,YWG,15.167128476837375,400,Easy
G7,4461,2025-08-04,ORD,ABE,15.16685992856351,401,Easy
G7,4445,2025-08-04,ORD,BHM,15.165614255714587,402,Easy
UA,1113,2025-08-04,ORD,ALB,15.162308429443772,403,Easy
G7,4507,2025-08-04,ORD,CHA,15.158868394151412,404,Easy
UA,881,2025-08-04,ORD,HND,15.15786641962965,405,Easy
UA,600,2025-08-04,ORD,LAS,15.156336011533286,406,Easy
UA,1324,2025-08-04,ORD,SFO,15.153797618206449,407,Easy
UA,1909,2025-08-04,ORD,TVC,15.148974468258597,408,Easy
UA,1205,2025-08-04,ORD,EWR,15.146285451580408,409,Easy
UA,739,2025-08-04,ORD,BZN,15.14627932802808,410,Easy
UA,1899,2025-08-04,ORD,YYC,15.145053873298304,411,Easy
UA,1502,2025-08-04,ORD,RDU,15.144833582786447,412,Easy
UA,1710,2025-08-04,ORD,SMF,15.143666323354344,413,Easy
UA,1361,2025-08-04,ORD,STL,15.142328668606162,414,Easy
OO,5646,2025-08-04,ORD,ATW,15.141535049085947,415,Easy
G7,4389,2025-08-04,ORD,CID,15.136660714758394,416,Easy
G7,4571,2025-08-04,ORD,XNA,15.133208123521113,417,Easy
UA,1485,2025-08-04,ORD,SEA,15.130390665498089,418,Easy
UA,1030,2025-08-04,ORD,ABQ,15.127868902873809,419,Easy
UA,1741,2025-08-04,ORD,JAC,15.126910306225797,420,Easy
UA,2100,2025-08-04,ORD,SLC,15.12646342509471,421,Easy
OO,5795,2025-08-04,ORD,TUL,15.125439714845351,422,Easy
UA,1708,2025-08-04,ORD,CLE,15.123777355249457,423,Easy
OO,5493,2025-08-04,ORD,ATW,15.120981347931922,424,Easy
UA,1920,2025-08-04,ORD,LAS,15.118945056408913,425,Easy
UA,1803,2025-08-04,ORD,DEN,15.111398455695582,426,Easy
UA,2609,2025-08-04,ORD,SNA,15.110068629528742,427,Easy
UA,1209,2025-08-04,ORD,EWR,15.108530304913018,428,Easy
OO,5290,2025-08-04,ORD,BOI,15.106993756268311,429,Easy
UA,2661,2025-08-04,ORD,LGA,15.10595188258306,430,Easy
UA,1564,2025-08-04,ORD,MSP,15.102763112062817,431,Easy
G7,4476,2025-08-04,ORD,CAE,15.102194040869426,432,Easy
UA,602,2025-08-04,ORD,PHX,15.101418399000504,433,Easy
OO,5094,2025-08-04,ORD,RHI,15.098799508794045,434,Easy
UA,1878,2025-08-04,ORD,SFO,15.09762036524326,435,Easy
G7,4194,2025-08-04,ORD,DAY,15.096323169871647,436,Easy
OO,5977,2025-08-04,ORD,ICT,15.095132189072864,437,Easy
YX,3654,2025-08-04,ORD,STL,15.094936776445635,438,Easy
OO,5353,2025-08-04,ORD,GRR,15.091101504549087,439,Easy
OO,5234,2025-08-04,ORD,MKE,15.09062954705762,440,Easy
OO,5124,2025-08-04,ORD,EAU,15.087586182700763,441,Easy
YX,3655,2025-08-04,ORD,PIT,15.081905775991384,442,Easy
YX,3614,2025-08-04,ORD,MCI,15.07940570279766,443,Easy
UA,1617,2025-08-04,ORD,PHL,15.077093861635527,444,Easy
UA,2189,2025-08-04,ORD,LGA,15.074546414605683,445,Easy
YX,3535,2025-08-04,ORD,MSN,15.072290804234894,446,Easy
UA,2628,2025-08-04,ORD,BNA,15.070563972973941,447,Easy
UA,752,2025-08-04,ORD,DCA,15.06994983792936,448,Easy
UA,769,2025-08-04,ORD,BCN,15.069942626619317,449,Easy
UA,1580,2025-08-04,ORD,YVR,15.069786483332454,450,Easy
OO,5963,2025-08-04,ORD,BDL,15.067536559457661,451,Easy
UA,1946,2025-08-04,ORD,LGA,15.06675440024232,452,Easy
YX,3568,2025-08-04,ORD,YYZ,15.064978800343498,453,Easy
OO,5392,2025-08-04,ORD,OKC,15.0643656730368,454,Easy
UA,2144,2025-08-04,ORD,YYZ,15.063815407138096,455,Easy
YX,3603,2025-08-04,ORD,CMH,15.062362655346956,456,Easy
OO,4712,2025-08-04,ORD,ELP,15.062165651955507,457,Easy
OO,5251,2025-08-04,ORD,ASE,15.0620122167736,458,Easy
UA,2290,2025-08-04,ORD,DFW,15.058765118495925,459,Easy
UA,2040,2025-08-04,ORD,DEN,15.058116359010532,460,Easy
OO,5557,2025-08-04,ORD,OKC,15.05702615051219,461,Easy
OO,5608,2025-08-04,ORD,GRB,15.055325181725115,462,Easy
UA,2430,2025-08-04,ORD,BNA,15.054035049569741,463,Easy
UA,1304,2025-08-04,ORD,LAS,15.051420392333728,464,Easy
UA,622,2025-08-04,ORD,DEN,15.049818928059361,465,Easy
UA,2148,2025-08-04,ORD,SAT,15.048278748856648,466,Easy
YX,3694,2025-08-04,ORD,ROC,15.047988352651792,467,Easy
UA,2488,2025-08-04,ORD,LGA,15.040125256590752,468,Easy
YX,3718,2025-08-04,ORD,MSN,15.03957987855713,469,Easy
G7,4517,2025-08-04,ORD,SCE,15.03545123120143,470,Easy
UA,1301,2025-08-04,ORD,ICT,15.030486561087494,471,Easy
UA,1576,2025-08-04,ORD,LGA,15.02819074496787,472,Easy
UA,1168,2025-08-04,ORD,SFO,15.026837555379412,473,Easy
OO,5320,2025-08-04,ORD,MKE,15.020706422694921,474,Easy
G7,4600,2025-08-04,ORD,XNA,15.020129895988388,475,Easy
UA,1693,2025-08-04,ORD,DCA,15.017511986396038,476,Easy
YX,3641,2025-08-04,ORD,GRR,15.017366848391896,477,Easy
YX,3451,2025-08-04,ORD,PWM,15.01389589898611,478,Easy
UA,721,2025-08-04,ORD,BOS,14.99607919667394,479,Easy
UA,1377,2025-08-04,ORD,MYR,14.994618941547873,480,Easy
UA,1270,2025-08-04,ORD,PUJ,14.993071995621671,481,Easy
G7,4468,2025-08-04,ORD,LEX,14.991548803722388,482,Easy
UA,2666,2025-08-04,ORD,DEN,14.987775107522507,483,Easy
UA,587,2025-08-04,ORD,YUL,14.98687816600261,484,Easy
UA,1842,2025-08-04,ORD,SAN,14.981121108391534,485,Easy
UA,2343,2025-08-04,ORD,IND,14.980701522589829,486,Easy
UA,2177,2025-08-04,ORD,MSN,14.970344425135318,487,Easy
YX,3635,2025-08-04,ORD,MSN,14.969847859088336,488,Easy
G7,4599,2025-08-04,ORD,BHM,14.963177190715268,489,Easy
OO,5122,2025-08-04,ORD,EAU,14.96251883328577,490,Easy
OO,5712,2025-08-04,ORD,GSP,14.961963475363685,491,Easy
YX,3690,2025-08-04,ORD,IND,14.960335222339227,492,Easy
OO,5337,2025-08-04,ORD,ROA,14.959282670372911,493,Easy
YX,3571,2025-08-04,ORD,IND,14.959253621538593,494,Easy
UA,399,2025-08-04,ORD,BOS,14.955871971217283,495,Easy
G7,4502,2025-08-04,ORD,LEX,14.955769266640859,496,Easy
OO,5447,2025-08-04,ORD,PVD,14.954379726266218,497,Easy
OO,5138,2025-08-04,ORD,MGW,14.954085887816682,498,Easy
YX,3551,2025-08-04,ORD,SDF,14.953890268806347,499,Easy
UA,3,2025-08-04,ORD,ZRH,14.951274586126681,500,Easy
OO,5280,2025-08-04,ORD,DSM,14.949713084051503,501,Easy
OO,5731,2025-08-04,ORD,STL,14.946162252772005,502,Easy
UA,938,2025-08-04,ORD,LHR,14.945405182319488,503,Easy
